episode,global_step,episode_step,reward,intruder_policy,winner,reason
0,1,1,-0.16913950204849246,direct,,running
0,2,2,-0.16354770421981812,direct,,running
0,3,3,-0.16377176403999333,direct,,running
0,4,4,-0.16405721664428713,direct,,running
0,5,5,-0.16440468192100527,direct,,running
0,6,6,-0.16492417216300964,direct,,running
0,7,7,-0.1652897334098816,direct,,running
0,8,8,-0.1657181000709534,direct,,running
0,9,9,-0.16620970726013184,direct,,running
0,10,10,-0.16676491260528567,direct,,running
0,11,11,-0.16117101073265078,direct,,running
0,12,12,-0.1618614172935486,direct,,running
0,13,13,-0.1626181757450104,direct,,running
0,14,14,-100.0,direct,intruder,entered_big_circle
1,15,1,-0.24678179383277898,direct,,running
1,16,2,-0.24452601432800297,direct,,running
1,17,3,-0.24232373595237733,direct,,running
1,18,4,-0.24017657995224,direct,,running
1,19,5,-0.23808628678321841,direct,,running
1,20,6,-0.23605454921722413,direct,,running
1,21,7,-0.2340831315517426,direct,,running
1,22,8,-0.22705060601234436,direct,,running
1,23,9,-0.22515259742736818,direct,,running
1,24,10,-0.22332055926322938,direct,,running
1,25,11,-0.22155649423599247,direct,,running
1,26,12,-0.217921177148819,direct,,running
1,27,13,-0.21615949630737305,direct,,running
1,28,14,-0.21252179503440857,direct,,running
1,29,15,-0.20570637941360473,direct,,running
1,30,16,-0.20397564530372622,direct,,running
1,31,17,-0.202321652173996,direct,,running
1,32,18,-0.20074681997299193,direct,,running
1,33,19,-0.19925350308418271,direct,,running
1,34,20,-0.19784406185150144,direct,,running
1,35,21,-0.1909717357158661,direct,,running
1,36,22,-0.1924881672859192,direct,,running
1,37,23,-0.1911817228794098,direct,,running
1,38,24,-0.1899670219421387,direct,,running
1,39,25,-0.18884653806686402,direct,,running
1,40,26,-0.18782286405563356,direct,,running
1,41,27,-0.18112672924995424,direct,,running
1,42,28,-100.0,direct,intruder,entered_big_circle
2,43,1,-0.197894743680954,direct,,running
2,44,2,-0.19609186410903934,direct,,running
2,45,3,-0.19439396023750305,direct,,running
2,46,4,-0.19280434608459474,direct,,running
2,47,5,-0.1913264608383179,direct,,running
2,48,6,-0.18996363043785097,direct,,running
2,49,7,-0.18871917486190798,direct,,running
2,50,8,-0.19040390610694885,direct,,running
2,51,9,-0.1892768955230713,direct,,running
2,52,10,-0.18827429175376892,direct,,running
2,53,11,-0.181706360578537,direct,,running
2,54,12,-0.18090235352516176,direct,,running
2,55,13,-0.18023417949676515,direct,,running
2,56,14,-0.17970476508140565,direct,,running
2,57,15,-100.0,direct,intruder,entered_big_circle
3,58,1,-0.22153709292411805,direct,,running
3,59,2,-0.22318804025650024,direct,,running
3,60,3,-0.22484007835388184,direct,,running
3,61,4,-0.22151784658432006,direct,,running
3,62,5,-0.22317906975746155,direct,,running
3,63,6,-0.21993146896362303,direct,,running
3,64,7,-0.2216019129753113,direct,,running
3,65,8,-0.22327334046363834,direct,,running
3,66,9,-0.22494569182395935,direct,,running
3,67,10,-0.22179221868515017,direct,,running
3,68,11,-0.2234737074375153,direct,,running
3,69,12,-0.22040120124816895,direct,,running
3,70,13,-0.22209174990653993,direct,,running
3,71,14,-0.2237831568717957,direct,,running
3,72,15,-0.22080301403999333,direct,,running
3,73,16,-0.2225033855438233,direct,,running
3,74,17,-0.21961076617240907,direct,,running
3,75,18,-0.2213200068473816,direct,,running
3,76,19,-0.22303003430366516,direct,,running
3,77,20,-0.2247408246994019,direct,,running
3,78,21,-0.2264523780345917,direct,,running
3,79,22,-0.223674533367157,direct,,running
3,80,23,-0.22539471149444584,direct,,running
3,81,24,-100.0,direct,intruder,entered_big_circle
4,82,1,-0.17924484968185425,direct,,running
4,83,2,-0.17898463368415835,direct,,running
4,84,3,-0.17999187469482422,direct,,running
4,85,4,-0.18137801051139832,direct,,running
4,86,5,-100.0,direct,intruder,entered_big_circle
5,87,1,-0.186029908657074,direct,,running
5,88,2,-0.18693768143653872,direct,,running
5,89,3,-0.18176146507263186,direct,,running
5,90,4,-0.1827791249752045,direct,,running
5,91,5,-0.18384496927261354,direct,,running
5,92,6,-0.1849589025974274,direct,,running
5,93,7,-0.18612075209617618,direct,,running
5,94,8,-0.18795287966728214,direct,,running
5,95,9,-0.18917219400405885,direct,,running
5,96,10,-0.19043887615203858,direct,,running
5,97,11,-0.1917526996135712,direct,,running
5,98,12,-100.0,direct,intruder,entered_big_circle
6,99,1,-0.1812486028671265,direct,,running
6,100,2,-0.18111417651176454,direct,,running
6,101,3,-0.1810382103919983,direct,,running
6,102,4,-0.18102155685424806,direct,,running
6,103,5,-0.174878386259079,direct,,running
6,104,6,-0.16877677202224733,direct,,running
6,105,7,-0.17019971966743472,direct,,running
6,106,8,-100.0,direct,intruder,entered_big_circle
7,107,1,-0.24993468880653386,direct,,running
7,108,2,-0.2515057182312012,direct,,running
7,109,3,-0.24775710463523865,direct,,running
7,110,4,-0.2440638518333435,direct,,running
7,111,5,-0.24042856454849246,direct,,running
7,112,6,-0.2368539011478424,direct,,running
7,113,7,-0.23334277629852299,direct,,running
7,114,8,-0.22989817023277284,direct,,running
7,115,9,-0.2315422511100769,direct,,running
7,116,10,-0.22817980408668517,direct,,running
7,117,11,-0.2248904621601105,direct,,running
7,118,12,-0.22167766451835633,direct,,running
7,119,13,-0.21854498744010925,direct,,running
7,120,14,-0.21549610853195195,direct,,running
7,121,15,-0.21253494381904603,direct,,running
7,122,16,-0.2096654748916626,direct,,running
7,123,17,-0.2068918263912201,direct,,running
7,124,18,-0.20421838521957397,direct,,running
7,125,19,-0.20598227143287662,direct,,running
7,126,20,-100.0,direct,intruder,entered_big_circle
8,127,1,-0.1828554606437683,direct,,running
8,128,2,-0.17880221962928772,direct,,running
8,129,3,-0.17190719008445743,direct,,running
8,130,4,-0.17058734655380253,direct,,running
8,131,5,-0.16934982895851136,direct,,running
8,132,6,-0.16252332091331484,direct,,running
8,133,7,-0.163955614566803,direct,,running
8,134,8,-0.16281029343605044,direct,,running
8,135,9,-0.16422325134277346,direct,,running
8,136,10,-0.15742437005043033,direct,,running
8,137,11,-0.15316840767860415,direct,,running
8,138,12,-0.14635021448135377,direct,,running
8,139,13,-100.0,direct,intruder,entered_big_circle
9,140,1,-0.17157433390617374,direct,,running
9,141,2,-0.16925684571266175,direct,,running
9,142,3,-0.1670448935031891,direct,,running
9,143,4,-0.16494303703308108,direct,,running
9,144,5,-0.16295595526695253,direct,,running
9,145,6,-0.16466512441635134,direct,,running
9,146,7,-0.16279688835144046,direct,,running
9,147,8,-0.16450544357299807,direct,,running
9,148,9,-0.16275987386703494,direct,,running
9,149,10,-0.16446723103523256,direct,,running
9,150,11,-0.1661746120452881,direct,,running
9,151,12,-0.1645538127422333,direct,,running
9,152,13,-0.1630647397041321,direct,,running
9,153,14,-0.16476821064949038,direct,,running
9,154,15,-100.0,direct,intruder,entered_big_circle
10,155,1,-0.22412256360054017,direct,,running
10,156,2,-0.22555981636047362,direct,,running
10,157,3,-0.22438544988632203,direct,,running
10,158,4,-0.22326788067817688,direct,,running
10,159,5,-0.2222083842754364,direct,,running
10,160,6,-0.22204276084899904,detour,,running
10,161,7,-0.22199567914009094,detour,,running
10,162,8,-0.22206599473953248,detour,,running
10,163,9,-0.2241618072986603,detour,,running
10,164,10,-0.22624107360839846,detour,,running
10,165,11,-0.22830363273620607,detour,,running
10,166,12,-0.22847730278968814,detour,,running
10,167,13,-0.23049676179885867,detour,,running
10,168,14,-0.23249898910522462,detour,,running
10,169,15,-0.23276853919029236,detour,,running
10,170,16,-0.23314462065696717,detour,,running
10,171,17,-0.23129209041595458,detour,,running
10,172,18,-0.225791791677475,detour,,running
10,173,19,-0.22765130162239075,detour,,running
10,174,20,-0.2233991777896881,detour,,running
10,175,21,-0.22402493715286254,detour,,running
10,176,22,-0.22475399136543278,detour,,running
10,177,23,-0.22558408141136171,detour,,running
10,178,24,-0.2211310958862305,detour,,running
10,179,25,-0.2228258526325226,detour,,running
10,180,26,-0.22450210213661198,detour,,running
10,181,27,-0.22535676717758182,detour,,running
10,182,28,-0.22697064042091375,detour,,running
10,183,29,-0.22789884567260743,detour,,running
10,184,30,-0.22325553655624392,detour,,running
10,185,31,-0.22478877663612368,detour,,running
10,186,32,-0.22011236608028412,detour,,running
10,187,33,-0.22103848814964294,detour,,running
10,188,34,-0.2220565623044968,detour,,running
10,189,35,-0.22345469355583192,detour,,running
10,190,36,-0.22483331322669983,detour,,running
