episode,ops_episode_len,ops_episode_reward,ops_winner,ops_reason,ops_final_intruder_policy,baseline_episode_len,baseline_winner,baseline_reason,baseline_episode_reward,ops_interceptor_win,baseline_interceptor_win
0,16,-121.22470999598504,intruder,entered_big_circle,direct,16,intruder,entered_big_circle,-122.2824496114254,False,False
1,31,-126.52440157055857,intruder,entered_big_circle,direct,31,intruder,entered_big_circle,-123.11113266170025,False,False
2,16,-122.35150100588798,intruder,entered_big_circle,direct,16,intruder,entered_big_circle,-121.744768384099,False,False
3,27,-121.67891406655312,intruder,entered_big_circle,direct,27,intruder,entered_big_circle,-126.61615654468537,False,False
4,5,-120.55105546116827,intruder,entered_big_circle,direct,5,intruder,entered_big_circle,-120.6760373711586,False,False
5,14,-121.5137888121605,intruder,entered_big_circle,direct,14,intruder,entered_big_circle,-122.44641070842744,False,False
6,9,-120.99194567620754,intruder,entered_big_circle,direct,9,intruder,entered_big_circle,-121.28225589513778,False,False
7,23,-125.4741870188713,intruder,entered_big_circle,direct,23,intruder,entered_big_circle,-123.16990500926971,False,False
8,14,-122.56152552366255,intruder,entered_big_circle,direct,14,intruder,entered_big_circle,-121.76408858597279,False,False
9,37,97.52476234853268,interceptor,intercepted_before_small_circle,detour,275,intruder,active_collision,-237.2750034919381,True,False
10,41,96.23843731433152,interceptor,intercepted_before_small_circle,detour,50,intruder,entered_big_circle,-129.11110785245896,True,False
11,41,96.67509258538485,interceptor,intercepted_before_small_circle,detour,26,intruder,entered_big_circle,-125.21388352870942,True,False
12,33,97.6143694254756,interceptor,intercepted_before_small_circle,detour,8,intruder,entered_big_circle,-121.2256590807438,True,False
13,173,-137.52609051167966,intruder,entered_big_circle,direct,22,intruder,entered_big_circle,-123.25102126598358,False,False
14,20,-122.5592738699913,intruder,entered_big_circle,direct,20,intruder,entered_big_circle,-123.97184234976768,False,False
15,17,-121.0424998190999,intruder,entered_big_circle,direct,17,intruder,entered_big_circle,-122.90436369299888,False,False
16,19,-121.301403786242,intruder,entered_big_circle,direct,19,intruder,entered_big_circle,-123.85021023750305,False,False
17,16,-121.73478039979936,intruder,entered_big_circle,direct,16,intruder,entered_big_circle,-121.82768612980843,False,False
18,10,-120.98073442935944,intruder,entered_big_circle,direct,10,intruder,entered_big_circle,-121.35652922749519,False,False
19,22,-125.01887090563774,intruder,entered_big_circle,direct,71,intruder,entered_small_circle,-105.96628898233175,False,False
20,15,-121.32277125537397,intruder,entered_big_circle,direct,303,intruder,entered_big_circle,-153.43781502008437,False,False
21,6,-120.72345130622386,intruder,entered_big_circle,direct,6,intruder,entered_big_circle,-120.72966592490673,False,False
22,18,-122.41647615790367,intruder,entered_big_circle,direct,18,intruder,entered_big_circle,-121.02329317241907,False,False
23,14,-121.43746602535248,intruder,entered_big_circle,direct,14,intruder,entered_big_circle,-122.14933758974075,False,False
24,35,97.32272482842208,interceptor,intercepted_before_small_circle,detour,6,intruder,entered_big_circle,-120.76887423753739,True,False
25,41,96.06865790486336,interceptor,intercepted_before_small_circle,detour,23,intruder,entered_big_circle,-124.51281228661537,True,False
26,40,96.07683517694473,interceptor,intercepted_before_small_circle,detour,24,intruder,entered_big_circle,-124.88760624408722,True,False
27,44,96.83491550989449,interceptor,intercepted_before_small_circle,detour,29,intruder,entered_big_circle,-122.75790622889996,True,False
28,193,-112.51220162928104,intruder,entered_big_circle,direct,68,intruder,entered_small_circle,-106.84957244902849,False,False
29,24,-122.7204858124256,intruder,entered_big_circle,direct,289,intruder,entered_big_circle,-143.1632541257143,False,False
30,22,-122.27778447508813,intruder,entered_big_circle,direct,22,intruder,entered_big_circle,-125.52277667164802,False,False
31,18,-122.25912635624408,intruder,entered_big_circle,direct,18,intruder,entered_big_circle,-122.07685679793357,False,False
