episode,global_step,episode_step,reward,intruder_policy,winner,reason
0,1,1,-0.17851771712303163,direct,,running
0,2,2,-0.18383581161499024,direct,,running
0,3,3,-0.18379442095756532,direct,,running
0,4,4,-0.18909183263778687,direct,,running
0,5,5,-0.19439195632934572,direct,,running
0,6,6,-0.19969473242759705,direct,,running
0,7,7,-0.20499999761581422,direct,,running
0,8,8,-0.21030772089958194,direct,,running
0,9,9,-0.21561782836914062,direct,,running
0,10,10,-0.2209302306175232,direct,,running
0,11,11,-120.0,direct,intruder,entered_big_circle
1,12,1,-0.17263368487358094,direct,,running
1,13,2,-0.1778904461860657,direct,,running
1,14,3,-0.1743519461154938,direct,,running
1,15,4,-0.17965287446975708,direct,,running
1,16,5,-0.1849611043930054,direct,,running
1,17,6,-0.18166611909866334,direct,,running
1,18,7,-0.18701561093330385,direct,,running
1,19,8,-0.18393430829048157,direct,,running
1,20,9,-0.1893229150772095,direct,,running
1,21,10,-0.18646113634109499,direct,,running
1,22,11,-0.1918864893913269,direct,,running
1,23,12,-0.18924965858459475,direct,,running
1,24,13,-0.19470925450325013,direct,,running
1,25,14,-0.1923023784160614,direct,,running
1,26,15,-0.1977935802936554,direct,,running
1,27,16,-0.19562127828598025,direct,,running
1,28,17,-0.20114135742187503,direct,,running
1,29,18,-0.1992075788974762,direct,,running
1,30,19,-0.20475363135337832,direct,,running
1,31,20,-0.21030194878578187,direct,,running
1,32,21,-0.213983895778656,direct,,running
1,33,22,-0.21954881310462954,direct,,running
1,34,23,-0.2180512058734894,direct,,running
1,35,24,-0.22363632917404175,direct,,running
1,36,25,-0.2292227637767792,direct,,running
1,37,26,-0.2279812777042389,direct,,running
1,38,27,-0.23358465552330018,direct,,running
1,39,28,-120.0,direct,intruder,entered_big_circle
2,40,1,-0.17833119630813601,direct,,running
2,41,2,-0.16902467966079712,direct,,running
2,42,3,-0.15972784996032716,direct,,running
2,43,4,-0.15044191241264346,direct,,running
2,44,5,-0.1411681342124939,direct,,running
2,45,6,-0.13190800547599793,direct,,running
2,46,7,-0.1321058225631714,direct,,running
2,47,8,-0.12775333166122438,direct,,running
2,48,9,-0.12794620156288147,direct,,running
2,49,10,-0.1235989558696747,direct,,running
2,50,11,-0.12378658056259156,direct,,running
2,51,12,-0.12883514285087586,direct,,running
2,52,13,-0.12915312290191652,direct,,running
2,53,14,-0.12467675864696504,direct,,running
2,54,15,-0.12499336779117587,direct,,running
2,55,16,-0.12051846385002138,direct,,running
2,56,17,-0.12083365738391877,direct,,running
2,57,18,-0.12583727836608888,direct,,running
2,58,19,-0.12629045665264133,direct,,running
2,59,20,-0.13124616980552675,direct,,running
2,60,21,-120.0,direct,intruder,entered_big_circle
3,61,1,-0.20533966779708865,direct,,running
3,62,2,-0.2062533509731293,direct,,running
3,63,3,-0.21103421449661255,direct,,running
3,64,4,-0.21202080965042117,direct,,running
3,65,5,-0.21313637495040896,direct,,running
3,66,6,-0.21782888889312746,direct,,running
3,67,7,-0.21901641130447388,direct,,running
3,68,8,-0.22033329129219056,direct,,running
3,69,9,-0.22493571281433106,direct,,running
3,70,10,-0.2263233280181885,direct,,running
3,71,11,-0.22784049391746522,direct,,running
3,72,12,-0.22948753833770755,direct,,running
3,73,13,-0.2339378046989441,direct,,running
3,74,14,-0.23565354347229006,direct,,running
3,75,15,-0.23749877333641053,direct,,running
3,76,16,-0.2394734799861908,direct,,running
3,77,17,-0.24157766222953797,direct,,running
3,78,18,-0.24381115674972537,direct,,running
3,79,19,-0.2479780626296997,direct,,running
3,80,20,-0.2502759599685669,direct,,running
3,81,21,-0.2527017688751221,direct,,running
3,82,22,-0.25525498270988467,direct,,running
3,83,23,-0.2579349756240845,direct,,running
3,84,24,-0.2618749368190766,direct,,running
3,85,25,-0.26461510062217714,direct,,running
3,86,26,-0.2685238432884216,direct,,running
3,87,27,-0.27132318019866947,direct,,running
3,88,28,-0.27424615144729614,direct,,running
3,89,29,-0.2780586326122284,direct,,running
3,90,30,-120.0,direct,intruder,entered_big_circle
