episode,global_step,episode_step,reward,intruder_policy,winner,reason
0,1,1,-0.0482015085220337,direct,,running
0,2,2,-0.05379998683929446,direct,,running
0,3,3,-0.05940030336380006,direct,,running
0,4,4,-0.06500235795974735,direct,,running
0,5,5,-0.07060610532760622,direct,,running
0,6,6,-0.07621154546737674,direct,,running
0,7,7,-0.08181849002838137,direct,,running
0,8,8,-0.08742702960968021,direct,,running
0,9,9,-0.09303707122802735,direct,,running
0,10,10,-0.09159726619720462,direct,,running
0,11,11,-140.0,direct,intruder,entered_big_circle
1,12,1,-0.020845246315002508,direct,,running
1,13,2,-0.026394658088684075,direct,,running
1,14,3,-0.031950554847717305,direct,,running
1,15,4,-0.0375127696990967,direct,,running
1,16,5,-0.04308111190795905,direct,,running
1,17,6,-0.048655390739440946,direct,,running
1,18,7,-0.05423544168472294,direct,,running
1,19,8,-0.05982109308242797,direct,,running
1,20,9,-0.0654122281074524,direct,,running
1,21,10,-0.07100863218307502,direct,,running
1,22,11,-0.07661020994186404,direct,,running
1,23,12,-0.07734924077987676,direct,,running
1,24,13,-0.0829318165779114,direct,,running
1,25,14,-0.08375868082046511,direct,,running
1,26,15,-0.08932168483734135,direct,,running
1,27,16,-0.09077003479003909,direct,,running
1,28,17,-0.0963136744499207,direct,,running
1,29,18,-0.1018632316589356,direct,,running
1,30,19,-0.10283648490905767,direct,,running
1,31,20,-0.10836589336395266,direct,,running
1,32,21,-0.10942605018615725,direct,,running
1,33,22,-0.11493476390838628,direct,,running
1,34,23,-0.11608175277709964,direct,,running
1,35,24,-0.12156936645507818,direct,,running
1,36,25,-0.12280302047729497,direct,,running
1,37,26,-0.1282690572738648,direct,,running
1,38,27,-0.12958918809890754,direct,,running
1,39,28,-140.0,direct,intruder,entered_big_circle
2,40,1,-0.034503967761993465,direct,,running
2,41,2,-0.032695946693420436,direct,,running
2,42,3,-0.02656444787979126,direct,,running
2,43,4,-0.02487671136856079,direct,,running
2,44,5,-0.018723061084747333,direct,,running
2,45,6,-0.017171914577484154,direct,,running
2,46,7,-0.010998046398162875,direct,,running
2,47,8,-0.009602944850921669,direct,,running
2,48,9,-0.008399269580841084,direct,,running
2,49,10,-0.00219662427902223,direct,,running
2,50,11,-0.0011926007270813277,direct,,running
2,51,12,-0.00041276216506960783,direct,,running
2,52,13,0.0001300287246703835,direct,,running
2,53,14,0.006308641433715789,direct,,running
2,54,15,0.006568524837493872,direct,,running
2,55,16,0.012707822322845452,direct,,running
2,56,17,0.012637567520141585,direct,,running
2,57,18,0.012258665561676013,direct,,running
2,58,19,0.011556816101074202,direct,,running
2,59,20,0.0072636437416076505,direct,,running
2,60,21,-140.0,direct,intruder,entered_big_circle
3,61,1,-0.041310439109802255,direct,,running
3,62,2,-0.043534767627716076,direct,,running
3,63,3,-0.045864267349243204,direct,,running
3,64,4,-0.048299574851989824,direct,,running
3,65,5,-0.05084114789962771,direct,,running
3,66,6,-0.05348938703536993,direct,,running
3,67,7,-0.056244580745697076,direct,,running
3,68,8,-0.05910675525665285,direct,,running
3,69,9,-0.06207602500915532,direct,,running
3,70,10,-0.06515229701995853,direct,,running
3,71,11,-0.06833533287048343,direct,,running
3,72,12,-0.07162475109100344,direct,,running
3,73,13,-0.07502014875411991,direct,,running
3,74,14,-0.07852094888687139,direct,,running
3,75,15,-0.082126533985138,direct,,running
3,76,16,-0.08583602428436282,direct,,running
3,77,17,-0.08964862823486328,direct,,running
