episode,global_step,episode_step,reward,intruder_policy,winner,reason
0,1,1,-0.17574823379516602,direct,,running
0,2,2,-0.18119105100631716,direct,,running
0,3,3,-0.17165060162544252,direct,,running
0,4,4,-0.17002585768699646,direct,,running
0,5,5,-120.0,direct,intruder,entered_big_circle
1,6,1,-0.14263219833374025,direct,,running
1,7,2,-0.14774163246154787,direct,,running
1,8,3,-0.1478971302509308,direct,,running
1,9,4,-0.15296692728996278,direct,,running
1,10,5,-0.1487123966217041,direct,,running
1,11,6,-0.1538464915752411,direct,,running
1,12,7,-0.15899378895759583,direct,,running
1,13,8,-0.16415378212928772,direct,,running
1,14,9,-0.16632262110710144,direct,,running
1,15,10,-120.0,direct,intruder,entered_big_circle
2,16,1,-0.22094362854957583,direct,,running
2,17,2,-0.22112004756927492,direct,,running
2,18,3,-0.2214438843727112,direct,,running
2,19,4,-0.2251704752445221,direct,,running
2,20,5,-0.230152325630188,direct,,running
2,21,6,-0.2306803822517395,direct,,running
2,22,7,-0.23135807633399966,direct,,running
2,23,8,-0.23218689799308778,direct,,running
2,24,9,-0.23703857183456423,direct,,running
2,25,10,-0.23796869158744813,direct,,running
2,26,11,-0.24278658390045169,direct,,running
2,27,12,-0.24381697416305542,direct,,running
2,28,13,-0.23816420793533327,direct,,running
2,29,14,-0.24299041509628297,direct,,running
2,30,15,-0.24783381819725037,direct,,running
2,31,16,-120.0,direct,intruder,entered_big_circle
3,32,1,-0.1544307279586792,direct,,running
3,33,2,-0.14805217027664186,direct,,running
3,34,3,-0.15219787120819092,direct,,running
3,35,4,-0.15640782594680788,direct,,running
3,36,5,-0.15843863487243653,direct,,running
3,37,6,-0.15225330114364624,direct,,running
3,38,7,-0.14388177275657654,direct,,running
3,39,8,-0.13770359158515932,direct,,running
3,40,9,-0.129293931722641,direct,,running
3,41,10,-0.13136202335357666,direct,,running
3,42,11,-120.0,direct,intruder,entered_big_circle
4,43,1,-0.2248109805583954,direct,,running
4,44,2,-0.22576638698577883,direct,,running
4,45,3,-0.2168682670593262,direct,,running
4,46,4,-0.2116977620124817,direct,,running
4,47,5,-0.21649142503738406,direct,,running
4,48,6,-0.20753772377967836,direct,,running
4,49,7,-0.19963225960731507,direct,,running
4,50,8,-0.19468501925468445,direct,,running
4,51,9,-0.1954729223251343,direct,,running
4,52,10,-0.19052942156791688,direct,,running
4,53,11,-0.18150188446044924,direct,,running
4,54,12,-0.18637403249740603,direct,,running
4,55,13,-0.17734451413154603,direct,,running
4,56,14,-0.1781840789318085,direct,,running
4,57,15,-0.18299510240554812,direct,,running
4,58,16,-0.18391714572906495,direct,,running
4,59,17,-0.18869206309318545,direct,,running
4,60,18,-0.18367602348327638,direct,,running
4,61,19,-0.18289847016334534,direct,,running
4,62,20,-0.1836294507980347,direct,,running
4,63,21,-0.1845101284980774,direct,,running
4,64,22,-0.1855420231819153,direct,,running
4,65,23,-0.19026764750480654,direct,,running
4,66,24,-0.1851430082321167,direct,,running
4,67,25,-0.18610841393470764,direct,,running
4,68,26,-0.1872286128997803,direct,,running
4,69,27,-0.1819492554664612,direct,,running
4,70,28,-0.17306931495666505,direct,,running
4,71,29,-0.16422747731208803,direct,,running
4,72,30,-120.0,direct,intruder,entered_big_circle
5,73,1,-0.16174737811088563,direct,,running
5,74,2,-0.15549539208412172,direct,,running
5,75,3,-0.15762121081352234,direct,,running
5,76,4,-0.16177711963653565,direct,,running
5,77,5,-0.16392508149147036,direct,,running
5,78,6,-0.16806361556053162,direct,,running
5,79,7,-0.17023336291313174,direct,,running
5,80,8,-0.16394767045974734,direct,,running
5,81,9,-0.1671025037765503,direct,,running
5,82,10,-0.1712465810775757,direct,,running
5,83,11,-0.173409503698349,direct,,running
5,84,12,-0.16521124720573427,direct,,running
5,85,13,-0.1675554871559143,direct,,running
5,86,14,-0.17153746962547303,direct,,running
5,87,15,-0.17390272021293643,direct,,running
5,88,16,-0.16739780187606812,direct,,running
5,89,17,-0.16975372433662417,direct,,running
5,90,18,-0.17222016930580142,direct,,running
5,91,19,-0.1747965693473816,direct,,running
5,92,20,-0.17859014153480532,direct,,running
5,93,21,-0.18245689272880555,direct,,running
5,94,22,-0.1863954532146454,direct,,running
5,95,23,-0.18881419897079468,direct,,running
5,96,24,-0.19273621916770936,direct,,running
5,97,25,-0.19672834873199463,direct,,running
5,98,26,-0.19908093333244326,direct,,running
5,99,27,-0.19102152585983279,direct,,running
5,100,28,-0.19356269955635072,direct,,running
5,101,29,-0.18686811923980715,direct,,running
5,102,30,-120.0,direct,intruder,entered_big_circle
6,103,1,-0.11242423593997958,direct,,running
6,104,2,-0.11473669171333314,direct,,running
6,105,3,-0.11881132900714876,direct,,running
6,106,4,-0.12113662958145142,direct,,running
6,107,5,-120.0,direct,intruder,entered_big_circle
7,108,1,-0.14326192498207094,direct,,running
7,109,2,-0.14206210255622864,direct,,running
7,110,3,-0.1410957217216492,direct,,running
7,111,4,-0.1403702783584595,direct,,running
7,112,5,-0.14573477506637575,direct,,running
7,113,6,-0.14523693203926089,direct,,running
7,114,7,-0.14499045610427858,direct,,running
7,115,8,-0.14500153183937073,direct,,running
7,116,9,-0.1502964997291565,direct,,running
7,117,10,-0.15053975105285647,direct,,running
7,118,11,-0.1558077335357666,direct,,running
7,119,12,-0.15628157973289492,direct,,running
7,120,13,-120.0,direct,intruder,entered_big_circle
8,121,1,-0.1712691593170166,direct,,running
8,122,2,-0.1727090632915497,direct,,running
8,123,3,-0.17429471492767334,direct,,running
8,124,4,-0.17602651715278628,direct,,running
8,125,5,-0.17790470838546754,direct,,running
8,126,6,-0.1799293637275696,direct,,running
8,127,7,-0.18210040807724,direct,,running
8,128,8,-0.1844173789024353,direct,,running
8,129,9,-0.18687977075576784,direct,,running
8,130,10,-0.18948683738708497,direct,,running
8,131,11,-0.19337975502014162,direct,,running
8,132,12,-0.19604772329330444,direct,,running
8,133,13,-0.19990580201148989,direct,,running
8,134,14,-0.20263361334800722,direct,,running
8,135,15,-0.19492509841918948,direct,,running
8,136,16,-120.0,direct,intruder,entered_big_circle
9,137,1,-0.14225581645965577,direct,,running
9,138,2,-0.1475368666648865,direct,,running
9,139,3,-0.15282581448554994,direct,,running
9,140,4,-0.15812231779098512,direct,,running
9,141,5,-0.15479642748832703,direct,,running
9,142,6,-0.15167277574539187,direct,,running
9,143,7,-0.15704883575439454,direct,,running
9,144,8,-0.154172602891922,direct,,running
9,145,9,-0.1446534323692322,direct,,running
9,146,10,-0.1434119462966919,direct,,running
9,147,11,-0.14054766416549683,direct,,running
9,148,12,-0.13928424358367922,direct,,running
9,149,13,-0.1364452636241913,direct,,running
9,150,14,-0.13385489463806155,direct,,running
9,151,15,-0.1393119275569916,direct,,running
9,152,16,-0.13701573729515076,direct,,running
9,153,17,-0.1349926406145096,direct,,running
9,154,18,-120.0,direct,intruder,entered_big_circle
10,155,1,-0.1478378975391388,direct,,running
10,156,2,-0.14391536474227906,direct,,running
10,157,3,-0.1436786198616028,direct,,running
10,158,4,-0.14884925246238712,direct,,running
10,159,5,-0.14876394748687743,direct,,running
10,160,6,-0.17167376041412355,detour,,running
10,161,7,-0.175768039226532,detour,,running
10,162,8,-0.1724124884605408,detour,,running
10,163,9,-0.17246542632579803,detour,,running
10,164,10,-0.16898330807685855,detour,,running
10,165,11,-0.169158992767334,detour,,running
10,166,12,-0.17315062642097473,detour,,running
10,167,13,-0.1735743111371994,detour,,running
10,168,14,-0.16976135134696962,detour,,running
10,169,15,-0.17030568778514862,detour,,running
10,170,16,-0.16636435449123385,detour,,running
10,171,17,-0.1670305794477463,detour,,running
10,172,18,-0.17085012555122375,detour,,running
10,173,19,-0.17465188562870027,detour,,running
10,174,20,-0.17843563914299013,detour,,running
10,175,21,-0.17431650519371036,detour,,running
10,176,22,-0.17807795464992526,detour,,running
10,177,23,-0.17398854553699497,detour,,running
10,178,24,-0.17710551381111145,detour,,running
10,179,25,-0.18082714736461641,detour,,running
10,180,26,-0.17677334606647493,detour,,running
10,181,27,-0.17277212798595432,detour,,running
10,182,28,-0.17296089589595795,detour,,running
