episode,global_step,episode_step,reward,intruder_policy,winner,reason
0,1,1,-0.1398207974433899,direct,,running
0,2,2,-0.14337112307548525,direct,,running
0,3,3,-0.14629480957984925,direct,,running
0,4,4,-0.14982278347015382,direct,,running
0,5,5,-0.1527751398086548,direct,,running
0,6,6,-0.15628111958503724,direct,,running
0,7,7,-0.15926151990890505,direct,,running
0,8,8,-0.16274590730667116,direct,,running
0,9,9,-0.16575386047363283,direct,,running
0,10,10,-0.1692170286178589,direct,,running
0,11,11,-0.1722519671916962,direct,,running
0,12,12,-0.17569419980049134,direct,,running
0,13,13,-0.17875569224357607,direct,,running
0,14,14,-0.18217739105224612,direct,,running
0,15,15,-0.1852648711204529,direct,,running
0,16,16,-120.0,direct,intruder,entered_big_circle
1,17,1,-0.22787029266357423,direct,,running
1,18,2,-0.21834923028945924,direct,,running
1,19,3,-0.21717204332351686,direct,,running
1,20,4,-0.207663094997406,direct,,running
1,21,5,-0.2066373932361603,direct,,running
1,22,6,-0.1971468031406403,direct,,running
1,23,7,-0.19628633975982668,direct,,running
1,24,8,-0.19557773470878603,direct,,running
1,25,9,-0.18638363361358645,direct,,running
1,26,10,-0.18588465809822083,direct,,running
1,27,11,-0.1855503845214844,direct,,running
1,28,12,-0.17620733141899111,direct,,running
1,29,13,-0.17609167337417603,direct,,running
1,30,14,-0.17615397930145266,direct,,running
1,31,15,-0.17639734983444216,direct,,running
1,32,16,-0.1768246603012085,direct,,running
1,33,17,-0.16775620579719544,direct,,running
1,34,18,-0.16845377802848818,direct,,running
1,35,19,-0.15951086521148683,direct,,running
1,36,20,-0.16050294399261475,direct,,running
1,37,21,-0.1617014038562775,direct,,running
1,38,22,-0.16310773491859437,direct,,running
1,39,23,-0.16472312927246094,direct,,running
1,40,24,-0.16654824256896975,direct,,running
1,41,25,-0.15826433420181277,direct,,running
1,42,26,-0.1604456150531769,direct,,running
1,43,27,-0.16284376740455628,direct,,running
1,44,28,-0.16545768857002258,direct,,running
1,45,29,-0.16828579902648927,direct,,running
1,46,30,-0.16880789518356326,direct,,running
1,47,31,-120.0,direct,intruder,entered_big_circle
2,48,1,-0.17448342561721802,direct,,running
2,49,2,-0.17396053314208987,direct,,running
2,50,3,-0.17365652441978455,direct,,running
2,51,4,-0.17357628583908083,direct,,running
2,52,5,-0.17372411012649538,direct,,running
2,53,6,-0.16467024326324464,direct,,running
2,54,7,-0.16515186786651612,direct,,running
2,55,8,-0.16587890028953553,direct,,running
2,56,9,-0.1668544387817383,direct,,running
2,57,10,-0.16808088302612306,direct,,running
2,58,11,-0.16956003665924074,direct,,running
2,59,12,-0.16120014667510987,direct,,running
2,60,13,-0.1630936121940613,direct,,running
2,61,14,-0.16525066375732422,direct,,running
2,62,15,-0.16767060160636904,direct,,running
2,63,16,-120.0,direct,intruder,entered_big_circle
3,64,1,-0.19602872848510744,direct,,running
3,65,2,-0.20136524081230164,direct,,running
3,66,3,-0.20048686623573306,direct,,running
3,67,4,-0.20580448389053346,direct,,running
3,68,5,-0.2050652265548706,direct,,running
3,69,6,-0.2103628468513489,direct,,running
3,70,7,-0.2097630047798157,direct,,running
3,71,8,-0.215039644241333,direct,,running
3,72,9,-0.2145793962478638,direct,,running
3,73,10,-0.21983405709266665,direct,,running
3,74,11,-0.21951343297958376,direct,,running
3,75,12,-0.22474513053894044,direct,,running
3,76,13,-0.22456396698951722,direct,,running
3,77,14,-0.22977179288864139,direct,,running
3,78,15,-0.2297299098968506,direct,,running
3,79,16,-0.23491295576095583,direct,,running
3,80,17,-0.2350099813938141,direct,,running
3,81,18,-0.24016745686531069,direct,,running
3,82,19,-0.24040279507637025,direct,,running
3,83,20,-0.24553390979766848,direct,,running
3,84,21,-0.24590692043304443,direct,,running
3,85,22,-0.2510109448432922,direct,,running
3,86,23,-0.2515208673477173,direct,,running
3,87,24,-0.256597056388855,direct,,running
3,88,25,-0.25724304080009464,direct,,running
3,89,26,-0.26229078412055973,direct,,running
3,90,27,-120.0,direct,intruder,entered_big_circle
4,91,1,-0.16250769138336182,direct,,running
4,92,2,-0.1565036749839783,direct,,running
4,93,3,-0.16088459134101868,direct,,running
4,94,4,-0.1550919330120087,direct,,running
4,95,5,-120.0,direct,intruder,entered_big_circle
5,96,1,-0.16337604999542238,direct,,running
5,97,2,-0.16590050458908082,direct,,running
5,98,3,-0.16986424803733827,direct,,running
5,99,4,-0.17238785386085512,direct,,running
5,100,5,-0.17635244607925415,direct,,running
5,101,6,-0.17887524724006654,direct,,running
5,102,7,-0.1828406596183777,direct,,running
5,103,8,-0.18536262631416323,direct,,running
5,104,9,-0.18932884335517886,direct,,running
5,105,10,-0.19185001969337465,direct,,running
5,106,11,-0.19581707119941713,direct,,running
5,107,12,-0.19833745837211608,direct,,running
5,108,13,-0.20230525493621826,direct,,running
5,109,14,-120.0,direct,intruder,entered_big_circle
6,110,1,-0.16110205531120303,direct,,running
6,111,2,-0.16515825986862184,direct,,running
6,112,3,-0.16741073846817017,direct,,running
6,113,4,-0.17143915295600892,direct,,running
6,114,5,-0.17373103022575379,direct,,running
6,115,6,-0.1777321004867554,direct,,running
6,116,7,-0.18006273627281189,direct,,running
6,117,8,-0.18403680562973024,direct,,running
