episode,global_step,episode_step,reward,intruder_policy,winner,reason
0,1,1,-0.17851771712303163,direct,,running
0,2,2,-0.18383581161499024,direct,,running
0,3,3,-0.18915621638298036,direct,,running
0,4,4,-0.19447878122329712,direct,,running
0,5,5,-0.19980346202850344,direct,,running
0,6,6,-0.20513025879859925,direct,,running
0,7,7,-0.21045894861221315,direct,,running
0,8,8,-0.2157896196842194,direct,,running
0,9,9,-0.221122168302536,direct,,running
0,10,10,-0.22645650506019593,direct,,running
0,11,11,-120.0,direct,intruder,entered_big_circle
1,12,1,-0.17263368487358094,direct,,running
1,13,2,-0.1690585279464722,direct,,running
1,14,3,-0.16565720796585084,direct,,running
1,15,4,-0.1624384868144989,direct,,running
1,16,5,-0.16780328154563906,direct,,running
1,17,6,-0.1713822615146637,direct,,running
1,18,7,-0.17677618861198427,direct,,running
1,19,8,-0.18217567324638367,direct,,running
1,20,9,-0.1875804924964905,direct,,running
1,21,10,-0.19299052715301515,direct,,running
1,22,11,-0.1902564513683319,direct,,running
1,23,12,-0.18771981596946719,direct,,running
1,24,13,-0.19263095974922181,direct,,running
1,25,14,-0.19811687111854553,direct,,running
1,26,15,-0.20360625505447388,direct,,running
1,27,16,-0.20909908056259158,direct,,running
1,28,17,-0.21459513902664187,direct,,running
1,29,18,-0.22009435772895813,direct,,running
1,30,19,-0.22559663057327273,direct,,running
1,31,20,-0.23110194325447084,direct,,running
1,32,21,-0.23661014676094055,direct,,running
1,33,22,-0.24212109208106997,direct,,running
1,34,23,-0.2476348090171814,direct,,running
1,35,24,-0.25315120816230774,direct,,running
1,36,25,-0.25867014050483705,direct,,running
1,37,26,-0.26419154644012455,direct,,running
1,38,27,-0.26971538186073307,direct,,running
1,39,28,-120.0,direct,intruder,entered_big_circle
2,40,1,-0.1837418079376221,direct,,running
2,41,2,-0.18001488208770752,direct,,running
2,42,3,-0.1764750862121582,direct,,running
2,43,4,-0.17313220858573916,direct,,running
2,44,5,-0.16999630808830263,direct,,running
2,45,6,-0.16707763671875,direct,,running
2,46,7,-0.17255433917045596,direct,,running
2,47,8,-0.17804025053977968,direct,,running
2,48,9,-0.18349665760993958,direct,,running
2,49,10,-0.18560376048088076,direct,,running
2,50,11,-0.19108061194419862,direct,,running
2,51,12,-0.196566344499588,direct,,running
2,52,13,-0.2020606601238251,direct,,running
2,53,14,-0.20086441397666932,direct,,running
2,54,15,-0.20633345723152163,direct,,running
2,55,16,-0.2052359461784363,direct,,running
2,56,17,-0.2106790316104889,direct,,running
2,57,18,-0.20968053936958314,direct,,running
2,58,19,-0.21408212304115298,direct,,running
2,59,20,-0.21952401638031008,direct,,running
2,60,21,-120.0,direct,intruder,entered_big_circle
3,61,1,-0.19552802801132205,direct,,running
3,62,2,-0.19636726498603824,direct,,running
3,63,3,-0.20117977857589722,direct,,running
3,64,4,-0.20209413290023806,direct,,running
3,65,5,-0.20314070582389834,direct,,running
3,66,6,-0.20786320090293886,direct,,running
3,67,7,-0.20898396611213685,direct,,running
3,68,8,-0.2102374565601349,direct,,running
3,69,9,-0.21486804127693176,direct,,running
3,70,10,-0.21619453191757204,direct,,running
3,71,11,-0.2176539707183838,direct,,running
3,72,12,-0.21924686431884768,direct,,running
3,73,13,-0.22372201561927796,direct,,running
3,74,14,-0.2282260596752167,direct,,running
3,75,15,-0.22982792377471925,direct,,running
3,76,16,-0.23156179785728456,direct,,running
3,77,17,-0.23342800855636597,direct,,running
3,78,18,-0.23542654156684878,direct,,running
3,79,19,-0.237557293176651,direct,,running
3,80,20,-0.23982005357742311,direct,,running
3,81,21,-0.24221448063850404,direct,,running
3,82,22,-0.24474003791809085,direct,,running
3,83,23,-0.24739603996276857,direct,,running
3,84,24,-0.25018175721168523,direct,,running
3,85,25,-0.25309635400772096,direct,,running
3,86,26,-0.25613865375518796,direct,,running
3,87,27,-0.25930756926536563,direct,,running
3,88,28,-0.2626018476486206,direct,,running
3,89,29,-0.26621286511421205,direct,,running
3,90,30,-120.0,direct,intruder,entered_big_circle
